"city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","2",43,"0"
"city_19",0.682,"Male","Has relevent experience",NA,"Graduate","STEM","7","50-99","Pvt Ltd","1",39,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13",NA,"Funded Startup","4",21,"0"
"city_94",0.698,"Male","Has relevent experience","Part time course","Graduate","STEM","5","<10","Early Stage Startup","2",238,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","<10","Funded Startup","1",21,"0"
"city_114",0.926,"Male","No relevent experience","no_enrollment","High School",NA,"1","<10","NGO",NA,53,"0"
"city_128",0.527,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","50-99","Public Sector","2",38,"1"
"city_103",0.92,NA,"No relevent experience","no_enrollment","Graduate","STEM","18","10000+","Pvt Ltd",NA,32,"0"
"city_160",0.92,NA,"No relevent experience","Full time course","Graduate","STEM","4",NA,NA,NA,38,"1"
"city_136",0.897,"Male","No relevent experience","Part time course","Masters","STEM","4","1000-4999",NA,"1",17,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"10000+","Pvt Ltd",NA,20,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree","17","<10","Pvt Ltd",NA,81,"0"
"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","7","10000+","Public Sector","1",82,"1"
"city_160",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","3",NA,NA,NA,54,"1"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","16",NA,"Pvt Ltd","2",170,"0"
"city_103",0.92,NA,"No relevent experience","no_enrollment","Primary School",NA,"3",NA,NA,NA,7,"0"
"city_71",0.884,"Male","No relevent experience","Full time course","High School",NA,"8",NA,NA,"1",113,"0"
"city_67",0.855,NA,"Has relevent experience","no_enrollment","Masters","STEM","4",NA,"Early Stage Startup","1",39,"0"
"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM","13","1000-4999","Pvt Ltd",NA,36,"0"
"city_159",0.843,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"<10","Pvt Ltd",NA,25,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","50-99",NA,"2",14,"1"
"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500",NA,"4",40,"0"
"city_105",0.794,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,NA,NA,"4",15,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"10000+","Pvt Ltd",NA,57,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","Humanities","5","50-99","Funded Startup","1",129,"0"
"city_173",0.878,"Male","Has relevent experience","no_enrollment","Phd","STEM",NA,"100-500","Pvt Ltd",NA,98,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd","2",11,"1"
"city_74",0.579,"Male","No relevent experience","Full time course","High School",NA,"2",NA,NA,NA,158,"0"
"city_67",0.855,"Male","No relevent experience","no_enrollment","Masters","STEM",NA,NA,"Funded Startup",NA,78,"0"
"city_104",0.924,"Female","No relevent experience","Part time course","Graduate","STEM","19","10000+","Pvt Ltd","4",81,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","100-500","Funded Startup","1",11,"1"
"city_10",0.895,"Male","Has relevent experience",NA,NA,NA,NA,NA,NA,NA,146,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","Other","10","10000+","Pvt Ltd","4",45,"1"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",6,"0"
"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",NA,"<10","Early Stage Startup","1",5,"1"
"city_149",0.689,NA,"No relevent experience","Full time course","High School",NA,"3",NA,NA,NA,26,"1"
"city_103",0.92,"Male","No relevent experience","Full time course","High School",NA,"10",NA,NA,"1",32,"1"
"city_103",0.92,"Male","No relevent experience","no_enrollment","Masters","STEM","15",NA,NA,"1",46,"1"
"city_100",0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","<10","Pvt Ltd",NA,43,"1"
"city_28",0.939,"Male","Has relevent experience","no_enrollment","High School",NA,NA,NA,"Pvt Ltd",NA,69,"0"
"city_102",0.804,"Male","Has relevent experience","no_enrollment","High School",NA,"12",NA,"Pvt Ltd","1",20,"0"
"city_162",0.767,"Male","Has relevent experience","Part time course","Graduate","STEM","7",NA,NA,"1",99,"0"
"city_100",0.887,"Male","Has relevent experience",NA,"Graduate","STEM",NA,"500-999","Pvt Ltd",NA,4,"0"
"city_104",0.924,"Male","No relevent experience","Full time course",NA,NA,"6",NA,NA,"2",21,"0"
"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM",NA,"<10","Pvt Ltd",NA,15,"1"
"city_114",0.926,NA,"No relevent experience","Full time course","High School",NA,"9",NA,NA,"1",48,"0"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,NA,"Pvt Ltd",NA,74,"1"
"city_100",0.887,"Male","Has relevent experience","Full time course","High School",NA,"10",NA,NA,"1",78,"0"
"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","5","100-500","Early Stage Startup","2",44,"0"
"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"50-99","Funded Startup","1",114,"0"
"city_64",0.666,"Male","Has relevent experience","no_enrollment","High School",NA,"19","<10","Pvt Ltd","1",26,"0"
"city_41",0.827,NA,"Has relevent experience","no_enrollment","Masters","STEM","7","50-99",NA,"1",56,"0"
"city_114",0.926,NA,"Has relevent experience","no_enrollment","Masters","STEM","14","10000+","Pvt Ltd",NA,62,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"100-500","Funded Startup","2",106,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11",NA,NA,"1",67,"0"
"city_128",0.527,NA,"No relevent experience","no_enrollment","High School",NA,"3",NA,NA,NA,34,"0"
"city_16",0.91,"Male","No relevent experience","no_enrollment","High School",NA,"9",NA,NA,NA,37,"0"
"city_160",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"10000+","Pvt Ltd",NA,161,"0"
"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","50-99","Funded Startup","1",30,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM",NA,"500-999","NGO",NA,77,"0"
"city_103",0.92,NA,"No relevent experience","no_enrollment","Masters","STEM","4","10000+","Pvt Ltd","1",100,"0"
"city_64",0.666,"Male","Has relevent experience","Part time course","Graduate","STEM","4","10000+","Pvt Ltd",NA,22,"0"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","No Major","19","10000+","Pvt Ltd",NA,18,"0"
"city_159",0.843,"Male","No relevent experience","Full time course","Graduate","STEM","2",NA,NA,NA,23,"0"
"city_36",0.893,NA,"Has relevent experience","Part time course","Graduate","STEM","11",NA,NA,"1",52,"0"
"city_16",0.91,NA,"No relevent experience","no_enrollment",NA,NA,"2",NA,"Pvt Ltd",NA,30,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM","9","100-500","Pvt Ltd",NA,80,"0"
"city_149",0.689,NA,"No relevent experience","no_enrollment","Graduate","STEM","3",NA,"Funded Startup","3",84,"0"
"city_71",0.884,NA,"Has relevent experience","no_enrollment","Masters","STEM",NA,NA,"Funded Startup","2",64,"0"
"city_43",0.516,NA,"Has relevent experience","Full time course","Graduate","STEM","3","500-999","Pvt Ltd","1",32,"0"
"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","2",NA,NA,"1",15,"1"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","Business Degree","2",NA,NA,"1",42,"1"
"city_21",0.624,NA,"No relevent experience","no_enrollment","Graduate","STEM","3",NA,NA,NA,22,"1"
"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19",NA,NA,"2",96,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","10000+","Pvt Ltd","4",31,"0"
"city_126",0.479,NA,"Has relevent experience","Full time course","Phd","STEM",NA,"10000+","Pvt Ltd",NA,44,"0"
"city_50",0.896,"Male","Has relevent experience","no_enrollment","Masters","Arts",NA,NA,NA,NA,157,"0"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","50-99","Pvt Ltd","4",23,"0"
"city_53",0.74,"Male","Has relevent experience","Part time course","Graduate","STEM","14",NA,"Pvt Ltd",NA,12,"0"
"city_75",0.939,"Male","No relevent experience","no_enrollment","Primary School",NA,"3",NA,NA,NA,52,"0"
"city_23",0.899,"Male","Has relevent experience","Part time course","Graduate","STEM","8",NA,"Early Stage Startup","1",19,"0"
"city_128",0.527,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","50-99","Pvt Ltd","1",25,"1"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","10000+","Pvt Ltd","1",7,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd","3",81,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"<10","Pvt Ltd","4",105,"0"
"city_64",0.666,"Male","No relevent experience","Full time course","Graduate","STEM","3",NA,"Pvt Ltd","1",18,"0"
"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","Other",NA,"<10","Early Stage Startup","2",28,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"100-500","Funded Startup","3",12,"0"
"city_21",0.624,"Female","Has relevent experience",NA,"Masters","STEM","7","50-99","Pvt Ltd","1",12,"1"
"city_65",0.802,NA,"Has relevent experience","no_enrollment","Graduate","STEM","12","1000-4999","Pvt Ltd",NA,64,"0"
"city_50",0.896,"Male","No relevent experience","no_enrollment","Primary School",NA,"7",NA,NA,NA,50,"0"
"city_21",0.624,NA,"Has relevent experience",NA,"Graduate","STEM","2",NA,NA,"2",43,"1"
"city_103",0.92,"Female","No relevent experience","Full time course","Graduate","STEM","10",NA,"Public Sector",NA,112,"1"
"city_173",0.878,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"5000-9999","Pvt Ltd",NA,44,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"500-999","Pvt Ltd","3",28,"0"
"city_103",0.92,"Male","No relevent experience","no_enrollment","Primary School",NA,"3",NA,NA,NA,15,"0"
"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM","7","50-99","Pvt Ltd","1",88,"0"
"city_114",0.926,"Male","No relevent experience","no_enrollment",NA,NA,NA,NA,NA,NA,94,"0"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"50-99","Pvt Ltd","1",56,"0"
"city_104",0.924,"Male","No relevent experience","no_enrollment","Primary School",NA,"3",NA,NA,NA,314,"0"
"city_141",0.763,"Male","No relevent experience","Full time course","Graduate","STEM","5","500-999","Pvt Ltd","1",44,"0"
"city_64",0.666,"Male","No relevent experience","no_enrollment","Primary School",NA,NA,NA,NA,NA,7,"0"
"city_74",0.579,NA,"Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","1",9,"0"
"city_160",0.92,"Male","No relevent experience","no_enrollment","Masters","STEM",NA,NA,NA,NA,88,"1"
"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","<10","Early Stage Startup","1",105,"0"
"city_26",0.698,"Male","Has relevent experience",NA,"Graduate","STEM","14","50-99","Pvt Ltd","2",32,"0"
"city_160",0.92,"Other","No relevent experience","no_enrollment","Masters","STEM","4","100-500","Pvt Ltd","2",29,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,NA,NA,"1",50,"0"
"city_36",0.893,"Male","Has relevent experience","Full time course","Graduate","STEM","5","500-999","Pvt Ltd","1",20,"0"
"city_67",0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","100-500","NGO","1",114,"0"
"city_67",0.855,"Female","No relevent experience","Full time course","Masters","STEM","10",NA,"NGO","3",98,"0"
"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Pvt Ltd","2",94,"1"
"city_136",0.897,NA,"Has relevent experience","no_enrollment","Masters","STEM","7","50-99","Pvt Ltd",NA,83,"0"
"city_21",0.624,"Male","No relevent experience","Full time course","Masters","STEM","1","500-999","Pvt Ltd","1",218,"0"
"city_160",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","2",NA,NA,"1",34,"1"
"city_104",0.924,"Male","No relevent experience","Full time course","Graduate","STEM","4",NA,NA,"1",50,"1"
"city_24",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"<10","Pvt Ltd",NA,11,"0"
"city_11",0.55,NA,"Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","3",32,"1"
"city_103",0.92,NA,"No relevent experience","Full time course",NA,NA,"5",NA,NA,"4",48,"0"
"city_61",0.913,"Male","Has relevent experience","no_enrollment","High School",NA,"14","<10","Pvt Ltd",NA,14,"0"
"city_75",0.939,"Male","Has relevent experience","Part time course","Masters","No Major",NA,NA,NA,NA,80,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15",NA,NA,"1",328,"0"
"city_116",0.743,"Male","No relevent experience","no_enrollment","Graduate","STEM",NA,NA,NA,NA,7,"0"
"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","6",NA,"Public Sector","2",52,"1"
"city_13",0.827,"Male","Has relevent experience","Full time course","Graduate","STEM","3","100-500","Pvt Ltd","2",38,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"100-500","Pvt Ltd",NA,14,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM","19","5000-9999","Pvt Ltd","1",44,"0"
"city_105",0.794,NA,"Has relevent experience","no_enrollment","Graduate","Other","1","100-500","NGO","1",21,"0"
"city_16",0.91,"Male","No relevent experience","Full time course","Masters","STEM","14",NA,NA,"2",76,"1"
"city_103",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM",NA,"50-99","NGO",NA,54,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","<10",NA,NA,56,"0"
"city_90",0.698,"Female","No relevent experience","no_enrollment","Masters","STEM","4","10000+","Pvt Ltd","1",51,"0"
"city_44",0.725,"Male","No relevent experience","no_enrollment","Masters","STEM","8",NA,NA,"2",10,"1"
"city_28",0.939,"Male","Has relevent experience","no_enrollment","Phd","STEM","15","50-99","Funded Startup","2",40,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","5000-9999","Pvt Ltd",NA,33,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","High School",NA,NA,NA,"Pvt Ltd","2",30,"0"
"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","1","10000+","Pvt Ltd","1",39,"0"
"city_160",0.92,"Male","No relevent experience","Full time course","High School",NA,"2","50-99",NA,NA,25,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Primary School",NA,"9","<10","Pvt Ltd",NA,46,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",NA,"100-500","Pvt Ltd",NA,14,"0"
"city_71",0.884,"Other","Has relevent experience","no_enrollment","Masters","STEM","10","100-500","Pvt Ltd",NA,141,"0"
"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","3",NA,NA,"1",70,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","High School",NA,"6","500-999","Pvt Ltd","2",62,"0"
"city_21",0.624,"Male","No relevent experience","Full time course","High School",NA,"2",NA,NA,NA,43,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","Other",NA,"50-99","Pvt Ltd",NA,135,"0"
"city_159",0.843,"Male","No relevent experience","Full time course","Graduate","STEM","4",NA,NA,NA,30,"1"
"city_11",0.55,NA,"Has relevent experience","no_enrollment","Graduate","STEM","5","<10",NA,"1",104,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"1000-4999","Pvt Ltd","3",134,"0"
"city_36",0.893,"Male","Has relevent experience","no_enrollment","Masters","STEM","17","50-99","Pvt Ltd",NA,85,"0"
"city_36",0.893,NA,"No relevent experience","Full time course","Graduate","STEM","7",NA,NA,NA,39,"0"
"city_73",0.754,"Male","Has relevent experience","Full time course","High School",NA,"4","10000+","Pvt Ltd","1",158,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Funded Startup","1",102,"0"
"city_79",0.698,"Female","No relevent experience",NA,"High School",NA,NA,NA,NA,NA,67,"0"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd",NA,84,"0"
"city_21",0.624,NA,"Has relevent experience","Full time course","Graduate","STEM","3","<10","Public Sector","1",43,"1"
"city_28",0.939,NA,"No relevent experience","Full time course","Graduate","STEM","2",NA,NA,"1",94,"0"
"city_67",0.855,NA,"Has relevent experience","no_enrollment","Masters","STEM","10",NA,NA,"1",59,"0"
"city_16",0.91,"Female","No relevent experience","no_enrollment","Graduate","STEM",NA,"10000+","Pvt Ltd","1",47,"0"
"city_100",0.887,"Male","Has relevent experience","Full time course","Graduate","STEM",NA,"50-99","Pvt Ltd","1",23,"0"
"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","7","<10","Early Stage Startup","1",12,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4",NA,NA,"1",96,"1"
"city_136",0.897,"Male","No relevent experience","Full time course","Graduate","STEM","7","50-99","Pvt Ltd","1",74,"0"
"city_16",0.91,NA,"No relevent experience","Full time course","Graduate","STEM","9",NA,NA,"1",22,"0"
"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","Other","3",NA,NA,"2",151,"1"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","7","10000+","NGO","1",59,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Phd","STEM",NA,"50-99","Pvt Ltd",NA,40,"0"
"city_103",0.92,"Female","No relevent experience","no_enrollment","Graduate","Humanities","13","100-500","Funded Startup","2",12,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Masters","STEM",NA,NA,NA,NA,34,"0"
"city_73",0.754,"Female","Has relevent experience","no_enrollment","Masters","STEM","14","100-500","Funded Startup","2",47,"0"
"city_105",0.794,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7",NA,NA,"1",6,"1"
"city_128",0.527,"Male","No relevent experience","Part time course","Graduate","Business Degree","4",NA,NA,"1",35,"0"
"city_160",0.92,"Male","No relevent experience","Full time course",NA,NA,"11",NA,NA,"1",46,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",NA,"10000+","Pvt Ltd",NA,57,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9",NA,"Pvt Ltd",NA,24,"1"
"city_10",0.895,"Male","No relevent experience","no_enrollment","High School",NA,"7",NA,NA,NA,86,"0"
"city_173",0.878,"Male","No relevent experience","Full time course","High School",NA,"12",NA,NA,"4",10,"0"
"city_136",0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","<10","Funded Startup","3",30,"0"
"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM",NA,"1000-4999",NA,"1",28,"0"
"city_165",0.903,NA,"Has relevent experience","Full time course","Masters","STEM","15","10000+","Pvt Ltd","1",224,"0"
"city_136",0.897,"Male","No relevent experience","Full time course","Graduate","STEM","7",NA,NA,"2",46,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","<10",NA,"1",192,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","10000+","Pvt Ltd","1",9,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Funded Startup","1",34,"1"
"city_103",0.92,NA,"Has relevent experience","Part time course","Graduate","STEM","15","100-500","Pvt Ltd","2",18,"0"
"city_45",0.89,"Male","Has relevent experience","no_enrollment","High School",NA,NA,"500-999","Pvt Ltd",NA,43,"0"
"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","13",NA,NA,NA,256,"0"
"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"500-999",NA,"1",59,"0"
"city_16",0.91,"Other","Has relevent experience","no_enrollment","Masters","STEM","9","50-99","Pvt Ltd","1",33,"0"
"city_21",0.624,NA,"No relevent experience","no_enrollment","Graduate","STEM",NA,NA,"Pvt Ltd",NA,66,"1"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"10000+","Pvt Ltd","3",82,"0"
"city_136",0.897,NA,"Has relevent experience","no_enrollment","Graduate","STEM","9","100-500","Pvt Ltd","1",246,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts","10","100-500","Pvt Ltd","3",50,"0"
"city_27",0.848,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","100-500","Pvt Ltd","3",85,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","<10",NA,"1",2,"0"
"city_24",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13",NA,NA,"1",18,"1"
"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","4","1000-4999","Pvt Ltd","2",17,"0"
"city_45",0.89,"Male","No relevent experience","Full time course","Graduate","STEM","7",NA,NA,"1",152,"1"
"city_65",0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","2",22,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM","1",NA,NA,"1",24,"1"
"city_97",0.925,"Male","Has relevent experience","no_enrollment","High School",NA,"9","100-500","Pvt Ltd","1",68,"0"
"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd","1",57,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","13","1000-4999","NGO","3",266,"0"
"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","Business Degree",NA,"1000-4999","Pvt Ltd","1",48,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM",NA,"50-99","Funded Startup",NA,43,"0"
"city_114",0.926,"Female","Has relevent experience","no_enrollment","Graduate","STEM","15","100-500","Pvt Ltd","2",5,"1"
"city_57",0.866,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","50-99","Pvt Ltd","1",47,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",65,"0"
"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM","12","10000+","Pvt Ltd","4",44,"0"
"city_45",0.89,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"1000-4999","Pvt Ltd","1",31,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","Other","19",NA,NA,"1",15,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10",NA,"Pvt Ltd","3",105,"0"
"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"10000+","Pvt Ltd",NA,50,"0"
"city_114",0.926,"Male","Has relevent experience","Part time course","Graduate","Arts","7","50-99","Pvt Ltd","2",19,"0"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","50-99","Pvt Ltd",NA,6,"0"
"city_103",0.92,"Male","No relevent experience","Full time course","Masters","STEM","6",NA,NA,NA,14,"1"
"city_116",0.743,NA,"Has relevent experience","no_enrollment","High School",NA,"1","1000-4999","Pvt Ltd","1",132,"0"
"city_21",0.624,NA,"Has relevent experience","no_enrollment","Masters","STEM","5","10000+","Pvt Ltd","1",69,"0"
"city_67",0.855,NA,"Has relevent experience","no_enrollment","Masters","STEM","8",NA,NA,"2",41,"1"
"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","19",NA,NA,"1",88,"0"
"city_16",0.91,NA,"No relevent experience","no_enrollment","High School",NA,"7","1000-4999","Public Sector",NA,32,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other","9",NA,"Pvt Ltd","1",91,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","10000+","Pvt Ltd","1",58,"1"
"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","13",NA,NA,"2",166,"0"
"city_160",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM","4","50-99","Pvt Ltd","3",52,"0"
"city_116",0.743,"Male","Has relevent experience","Part time course","Graduate","STEM","2","100-500",NA,"1",16,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","100-500","Pvt Ltd","2",83,"0"
"city_67",0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM","18",NA,NA,"1",88,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","High School",NA,"16",NA,NA,"1",282,"0"
"city_21",0.624,NA,"Has relevent experience","Full time course","Graduate","STEM",NA,"50-99","Pvt Ltd","1",94,"1"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","1",8,"0"
"city_74",0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","100-500","Pvt Ltd","1",21,"0"
"city_100",0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","100-500","Pvt Ltd",NA,102,"0"
"city_91",0.691,"Male","No relevent experience","Full time course","High School",NA,"2",NA,NA,NA,55,"0"
"city_10",0.895,"Male","Has relevent experience","Part time course","Masters","STEM","9","<10","Funded Startup","2",26,"0"
"city_150",0.698,"Male","No relevent experience","Full time course","Graduate","STEM","2",NA,"Pvt Ltd",NA,16,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Masters","STEM","11","50-99","Public Sector","1",314,"0"
"city_21",0.624,NA,"Has relevent experience","no_enrollment",NA,NA,"19",NA,NA,NA,58,"1"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","100-500","Pvt Ltd","1",42,"0"
"city_103",0.92,NA,"No relevent experience","no_enrollment","Graduate","STEM","10",NA,"Pvt Ltd",NA,36,"1"
"city_40",0.776,"Male","Has relevent experience","Full time course","Graduate","STEM","10","1000-4999","Pvt Ltd","1",104,"0"
"city_21",0.624,NA,"Has relevent experience","no_enrollment","Masters","STEM","11","1000-4999","Pvt Ltd","2",158,"0"
"city_55",0.739,NA,"No relevent experience","Full time course","Graduate","STEM",NA,NA,NA,NA,78,"0"
"city_16",0.91,NA,"No relevent experience","no_enrollment","Graduate","Arts","2",NA,NA,"2",21,"1"
"city_71",0.884,"Other","Has relevent experience","Part time course","Masters","STEM",NA,NA,"Funded Startup","2",5,"0"
"city_27",0.848,"Male","Has relevent experience","no_enrollment","Masters","STEM","15",NA,"Early Stage Startup","1",31,"0"
