"city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
6,0.92,2,1,2,3,6,10,3,2,2,20,"0"
65,0.624,2,2,1,3,6,2,3.595,5.7,2,22,"1"
6,0.92,1,2,2,3,3,5,4.61833333333333,6,3,166,"0"
104,0.939,2,2,1,3,6,6,4.90928571428571,6,2.48,48,"0"
6,0.92,2,1,2,3,2,7.12363636363636,8,6,2,85,"0"
50,0.92,2,1,2,5,6,13.5875,3,2,2.9,15,"0"
42,0.689,2,1,2,3,6,9,1,3,2.25650072150072,24,"0"
65,0.624,1.7707078891258,1,2,4,6,8,8,6,2,34,"1"
50,0.92,1,1,2,3,6,5,8,6,2.39791666666667,17,"0"
40,0.555,2,2,1,3,6,3,2.9,6,2.05,25,"1"
42,0.689,2.13333333333333,2,1,1,5.75,5,3.33333333333333,4.85,2,42,"1"
101,0.795,1.95,1,2.1225,3,6,11,4.725,6,3.18,54,"0"
65,0.624,1.8,1,1,4,6,6,1,2.65,2.15,24,"1"
117,0.698,2,2,2,3,6,6,2.405,3.12142857142857,2,60,"1"
3,0.887,2,2,2,2,5.75,5,4.85,5.73125,2,72,"1"
49,0.91,1.9875,1,2,4,6,14,4,6,2.33839763177998,26,"0"
115,0.925,2,1,2,3,1,17,4.09,4.49681818181818,2,28,"0"
65,0.624,2,1,2,3,6,8,3,1,2.25977272727273,102,"0"
49,0.91,2,1,2.15625,3,6,11,5.16368464052288,5.75,2.57,13,"0"
6,0.92,2,1,2,3,6,13.4099246375666,7,6,4.03328028528848,18,"0"
65,0.624,2,1,2,4,6,8,5.19653606012561,6,2,284,"0"
65,0.624,2,2,1,2.55416666666667,5.85,3,2,2.52857142857143,2,31,"1"
49,0.91,2,1,2,3,6,15,7,5,2.87083333333333,28,"1"
65,0.624,2,1,2,4,6,9,6,6,3,13,"0"
6,0.92,2,2,1,3,6,5,6.02651515151515,5,2.46666666666667,82,"1"
83,0.89,2,1,2,4,6,13.8257076115974,3.70049369747899,5.98,2,30,"0"
6,0.92,1,2,1,3,6,6,5,6,2,30,"0"
49,0.91,2,1,2,3,5,7,4,2,2,38,"0"
102,0.754,2,1,1,2,5.95,8,3.45,4.7,2,76,"1"
39,0.84,2,1,2,3,6,4,4,6,3,7,"0"
65,0.624,1.8297619047619,2,2,3,6,5.33511904761905,8,6,2,77,"1"
6,0.92,2,1,2,3,1,4,1.94166666666667,1,2,21,"0"
49,0.91,1.95,2,2,3,6,5,3,6,2,52,"0"
65,0.624,2,1,2,3,6,16,5,6,2.82,29,"1"
25,0.527,2,2,1,2,6,5,4.28333333333333,6,2.275,56,"1"
6,0.92,2,1,1,2,5.87257766094421,9,8,6,2,39,"0"
96,0.855,1.9,2,1,4,2,2,5,6,2.45769230769231,11,"0"
113,0.923,1.71369047619048,1,2,3,6,5,8,6,2,11,"0"
117,0.698,1.9,2,2,2,5.83333333333333,2,2.67,4.45,2.15,98,"0"
4,0.558,2,2,3,3,6,3,3.38160173160173,6,2.15,71,"1"
14,0.926,1.925,1,2,3,6,16.4738888888889,1,6,2.54722222222222,22,"0"
9,0.698,2,1,2,4,6,9,5.25555555555555,5.03333333333333,2,23,"1"
65,0.624,1.85,1,2,3,6,4,1,6,2,332,"0"
12,0.55,1.99080965719621,1,2,3,6,8,3,6,2,81,"0"
5,0.804,2,1,2,4,6,6,4.86735294117647,5.73477656405164,2,62,"0"
7,0.924,2,1,2,4,6,12,6,6,5,31,"0"
54,0.921,2,1,2,2,5.71763779527559,15,4,6,2,26,"0"
86,0.896,2,1,2,4,5,11.8125,4.21666666666667,5.95,3.15,21,"0"
65,0.624,2,1,2,3,6,4,8,6,2,19,"1"
6,0.92,2,1,2,3,6,7,3.59682992854239,2,3,19,"0"
6,0.92,2,1,2,3,6,9,3,6,3,44,"0"
65,0.624,2,1,2,3,6,7,8,6,5,20,"0"
65,0.624,2,1,2,3,6,10.6188197767145,6.12541974535398,6,3.23387092979484,98,"0"
75,0.893,2,1,1,3,6,10,3.98863636363636,5.3,5,178,"0"
49,0.91,2,1,2,4,6,12,3,2,3,62,"0"
49,0.91,2,1,2,3,6,15.452414021164,1,6,3.23475214572071,81,"0"
51,0.767,2,1,1,3,6,4,1,2,3,71,"1"
49,0.91,2,1,2,3,6,7,4,6,2.43003787878788,72,"0"
104,0.939,2,1,2,3,6,13.2909313846845,8,6,2,45,"0"
65,0.624,1.9,1,2,3,6,5,5,3,3,17,"1"
49,0.91,2,1,2,3,6,6,4,6,2,146,"0"
100,0.884,1,2,2,5,6,11.725,3,5,3.48333333333333,27,"0"
65,0.624,2,1,2,3,6,7,4.98399625302142,6,2,23,"1"
14,0.926,2,1,2,3,6,12,4,6,3,8,"0"
6,0.92,2,1,2.00729166666667,3,6,9,8,5,2.92866430045338,36,"0"
49,0.91,2,1,2,4,6,15,6,6,2.79493158782315,72,"0"
49,0.91,2,2,3,3,6,4,1,6,2.24454545454545,44,"0"
65,0.624,2,1,2,3,6,5,4,6,2,50,"1"
86,0.896,2,1,2,3,6,10.4684816215138,3.528125,4.46423076923077,2,16,"0"
102,0.754,2,1,1,3,6,11,5.06445221445221,5.575,3,31,"1"
6,0.92,2,2,1,2,5.8,3,4.83666666666667,5.41416666666667,2,9,"0"
6,0.92,1,1,2,3,6,17,3,4,2,14,"0"
6,0.92,2,1,3,3,6,8,5.51295500291329,5,3,310,"0"
14,0.926,2,1,2,3,6,7,3,6,2,94,"0"
65,0.624,2,1,2,4,6,9,4,6,4,9,"1"
65,0.624,2,1,2,3,6,7,1,2,2,88,"0"
14,0.926,2,1,3,3,6,10.7440909090909,4.58243243243243,5.69444444444444,3,26,"1"
56,0.878,2,1,2,4,6,6,5,6,2,11,"0"
79,0.827,1.8,2,2,4,2,3,6,6,2,36,"0"
6,0.92,2,1,2,3,6,9,4,6,2,44,"0"
82,0.725,1.85,2,1,3,5,8,3.03333333333333,4.85,2.25,112,"1"
65,0.624,2,1,2,3,6,8,3,2,3,46,"1"
75,0.893,2,1,2,3,6,13.4980555555556,6,6,3.275,28,"1"
27,0.827,2,1,2,4,6,21,1.31666666666667,1,2,22,"0"
65,0.624,2,1,2,3,6,9,2.88198717948718,1.86666666666667,2,44,"0"
100,0.884,2,1,2,4,6,7,5,6,4,32,"0"
49,0.91,2,1,2,2,5.78191489361702,20,4,5,2.9875,23,"0"
50,0.92,2,1,1.97,3,6,14,6.40643939393939,5.8575,3.6,47,"1"
14,0.926,2,1,2,4,6,7,3,6,3,78,"0"
14,0.926,1.7625,1,2,4,5,8,6,6,2.63958333333333,57,"0"
67,0.698,2,1,2,3,6,16,4,6,2.8,69,"0"
50,0.92,2,1,2,3,4,15.8666666666667,8,5,3.01304347826087,69,"0"
7,0.924,2,1,2,5,6,13,1,2,2,51,"0"
8,0.794,2,1,2,4,6,6,3,6,2,84,"0"
49,0.91,2,1,2,3,6,12.8814311594203,4.27912159735689,6,2.99651515151515,42,"0"
14,0.926,2,1,2,2,5.845,12,3,6,2,9,"0"
65,0.624,2,2,2,3,6,11,5.98462971616509,5.9,3.025,6,"1"
6,0.92,1,1,2,3,4,4,5.17150072150072,5.3875,2,33,"1"
44,0.698,2,2,1,3,6,4,4.225,5.50111111111111,2,55,"1"
6,0.92,2,2,2,4,3,21,4,3,5,35,"0"
75,0.893,2,2,2,3,6,3,4.25,5.5,2.35,222,"0"
14,0.926,1.85,2,1,3,6,8,4.3875,4.45,3,212,"0"
6,0.92,2,1,2,3,6,15,3,6,3.36043459307498,250,"0"
50,0.92,2,1,2,3,6,14,3,6,4,36,"0"
75,0.893,2,1,2,2,5.5,13,3.68333333333333,5.85,3,4,"0"
12,0.55,2,1,2,4,6,9,4.13181818181818,5.48888888888889,3,80,"0"
6,0.92,2,2,1,3,6,8,4.965,5.72,3.22857142857143,44,"1"
49,0.91,2,1,2,3,6,16,8,6,3.43039682539683,33,"0"
15,0.789,2,2,1,3,6,4,3,6,2,46,"0"
22,0.738,2,1,1,3,6,7,4,6,2,39,"0"
42,0.689,2,1,2,1,5.8,17,4.25,5.65,3.05,154,"0"
65,0.624,2,1,2,3,6,6,3,2,2.31666666666667,111,"0"
62,0.682,2,1,2,3,6,10,8,6,3.03384615384615,88,"1"
86,0.896,1.7875,2,1,2,5.65,3,2.22916666666667,2.175,2,20,"1"
104,0.939,2,1,2,3,6,16,4.57291666666667,5.35180995475113,2,8,"0"
6,0.92,2,1,2,3,6,5,5,6,3,42,"0"
65,0.624,2,1,2,4,6,7,5.31248975086723,5.56666666666667,3,74,"1"
6,0.92,2,2,2,1.33703703703704,5.49030898876404,5,5.275,5.65,2.3125,154,"0"
50,0.92,2,2,1,3,6,6,5,5.58,2,116,"0"
96,0.855,2,1,2,2,6,8,7,6,3,57,"0"
96,0.855,2,1,2,4,6,16,8,6,2.87751196172249,12,"0"
51,0.767,2,1,2,3,6,16,4.31642036124795,5.75,2.65,23,"0"
65,0.624,1,1,2,3,6,4,4.94441391941392,6,3,7,"1"
40,0.555,2.05,1,2,2.05,5.5625,4,3,6,3,5,"1"
14,0.926,2,1,2,2,5.92222222222222,12,8,4,3.10804347826087,107,"0"
6,0.92,1,1,2,4,6,18,3,6,3,11,"0"
6,0.92,2,1,2,3,6,6,3,2,2,85,"0"
65,0.624,2.00526315789474,2,2,2.47321428571429,5.95,3,4.6,5.05,2.23333333333333,72,"0"
6,0.92,2,1,2,3,6,8,8,6,5,50,"0"
14,0.926,2,1,2,4,6,18,5,6,3,73,"0"
6,0.92,2,1,3,3,6,10,4,6,3,156,"0"
104,0.939,2,1,2,3,1,15.0836538461538,6,3,3.295,172,"0"
65,0.624,1.93680135259814,1,2,3,6,6.2785669863762,3,6,2,74,"0"
6,0.92,1,1,2,3,6,4,4.76747473811069,3.69895833333333,3,4,"1"
6,0.92,2,2,3,2,5.91944444444444,4,5.15166666666667,5.575,2,24,"1"
6,0.92,2,1,2,3,6,15,5.55687408790886,5.99631842320261,3.20251819667261,99,"0"
65,0.624,1.64642857142857,1,2,3,6,3,6.3026282051282,6,2,2,"1"
65,0.624,1.825,1,1,2.98992248062015,6,4,2.18461538461538,1,2.6,132,"1"
14,0.926,2,2,1,4,6,11,6,5,3,37,"0"
6,0.92,1.9375,1,2,3,6,20,5,1,2.41060606060606,94,"0"
12,0.55,2,2,1,3,6,4,3.09166666666667,5.95,2.18298887122417,14,"1"
27,0.827,2,2,2,4,6,8,1,4.53333333333333,2,44,"0"
6,0.92,2,1,2,4,3,15.2817469545958,8,6,3.29145021645022,80,"0"
65,0.624,1.9,1,2,3,5,2,1,4.475,2.10714285714286,24,"1"
6,0.92,2,1,2,3,6,16.6893939393939,5.22987022306052,5.77678571428571,4,27,"1"
47,0.766,2,1,2,3,6,4,3.35,4.89719887955182,2,154,"0"
6,0.92,2,1,1,3,6,12,6.20019357079702,5.79208689458689,2,55,"0"
6,0.92,2,1,1.65,2.1,5.1234375,7,3.94583333333333,5.35,2.75,156,"0"
6,0.92,2,1,2,3,6,15.254120368681,6,6,3.07704842543078,58,"0"
71,0.939,2,1,1,2,5.6,9,4.60666666666667,5.2,3.275,180,"0"
103,0.579,2,1,2,4,3,11,3.87916666666667,5.25,2.79,27,"0"
6,0.92,2,1,2,3,6,7,7,3,3,246,"0"
50,0.92,2,2,1,3,6,6.03011363636364,4,6,2,4,"0"
123,0.915,2,1,2,3,6,11,3,6,5,128,"0"
50,0.92,2,2,2,1,5.00909090909091,5.6,4.3,5.725,2.6625,53,"0"
4,0.558,2,2,2,1,5.3875,5,3.51666666666667,5.7,2,40,"1"
102,0.754,2,1,2,3,6,10,3,1,2,102,"0"
96,0.855,2,2,1,2,5.95,8,5.49791666666667,5.75,2,55,"1"
6,0.92,2,1,2,3,6,10.2462958888612,3,2,2,143,"0"
118,0.691,1.9,1,1,3,6,5,3.27714285714286,3,2.175,34,"1"
113,0.923,2,2,1,4,6,5,4.925,5.1,2,83,"0"
65,0.624,2,2,2,2,5.9,4,5.35,5.7,2.30666666666667,9,"0"
65,0.624,1.97857142857143,1,2,3,6,7,7,6,3,81,"1"
12,0.55,1.95,1,2,3,6,7,5,6,2,62,"1"
49,0.91,2,2,2,3,6,12,4,6,2,12,"0"
104,0.939,1,1,2,3,6,5,5.15,6,3,41,"0"
65,0.624,2,1,2,4,6,10,5.34137788469723,5.792,3.20328947368421,100,"1"
14,0.926,2,2,1,3,6,10,5.9,4.8,2.825,75,"1"
6,0.92,1,1,2,3,6,10,5.94224120082816,5,5,86,"0"
92,0.913,2,1,2,4,6,18,6,6,4,54,"0"
65,0.624,1.75,2,1,2,5.95,4,1.75,2.5,2.05,145,"0"
52,0.903,2,1,2,5,6,5,7,5,3,21,"1"
6,0.92,2,1,2,4,6,12.0775974025974,5.43274213105735,5.48888888888889,3.43700980392157,44,"1"
32,0.836,1,1,2,5,3,19,3,6,2.60285714285714,23,"0"
14,0.926,2,1,3,2,5.3,16,3,6,4,72,"0"
6,0.92,2,1,2,3,6,9,4,6,5,65,"0"
14,0.926,2,1,2,3,6,10.4708165979421,1,6,2,24,"0"
14,0.926,2,2,1,3,6,18,5.21428571428571,5,5,20,"0"
56,0.878,2,1,2,3,6,14,5.00333333333333,6,4,8,"0"
50,0.92,2,1,2,3,6,10,1,6,3,104,"0"
65,0.624,2,2,1,2,5.85,5,4.625,5.65,2.05,44,"0"
50,0.92,1,1,2,3,6,12,3,6,3.05988562091503,74,"1"
70,0.848,2,1,2,3,6,10,1,6,2.43333333333333,8,"0"
71,0.939,3,2,1,3,4,3,3,6,2,45,"0"
102,0.754,2,1,1,3,6,5,4.90681818181818,5.91,2.175,7,"1"
6,0.92,2,1,2,3,6,11.1280353725966,4,6,3,68,"0"
113,0.923,2,1,2,4,6,16,4,6,5,24,"0"
6,0.92,2,1,2,3,6,4,5,6,2,65,"0"
6,0.92,3,1,2,3,1,5,3,2,2,31,"0"
56,0.878,1.98882352941176,1,2,4,6,12.4563095238095,1,6,3,4,"0"
7,0.924,2,1,2,3,6,9,6,6,2,86,"0"
65,0.624,2,1,2,3,6,4,6,6,3,258,"1"
6,0.92,1,1,2,3,6,15.865,1,6,3.50744047619048,42,"0"
17,0.698,1.85,1,1,2.15,5.55,2,1,1,2,112,"0"
6,0.92,1.8,1,2,3,6,7,5.26737577639752,5.240625,3,47,"1"
86,0.896,2,2,2,2,4.9,3,4,6,3,27,"0"
117,0.698,2,1,2,3,6,12,4.95416666666667,4.95,2,6,"1"
6,0.92,1.77833333333333,1,1,3,6,5,5.5,4.95416666666667,2,55,"1"
6,0.92,2,1,2,3,6,8,5.65469079050762,5,3,107,"1"
25,0.527,2,2,2,4,6,5,4.58958333333333,5.175,4,48,"0"
65,0.624,1.75416666666667,2,1,3,6,3,4.63333333333333,6,2.01666666666667,4,"1"
45,0.556,1.99347826086957,1,1.71666666666667,3,6,4,3,6,2,50,"1"
50,0.92,2,1,1,2,5.8,16,3.15526315789474,2,3,33,"0"
86,0.896,2,2,2,4,6,10,8,6,2,11,"0"
62,0.682,1.85,2,2,3,6,5,1.49242424242424,2.49342105263158,2,34,"1"
30,0.698,2,2,1.61666666666667,1.95,6,4,4.3375,5.65,2.1,37,"0"
6,0.92,1,2,2,3,6,2,6.14,5.23333333333333,2,23,"1"
67,0.698,2,2,1,3,6,4,4.875,5.95,2.25,11,"0"
49,0.91,2,1,2,5,6,14.0448791246704,6.65530303030303,6,2.61635516424673,57,"0"
99,0.698,1.7,1,2,3,6,3,6,4,2,140,"1"
65,0.624,2,2,1,4,6,2,4.315,5.775,2.06428571428571,16,"0"
66,0.899,2,1,2,3,6,5,6,6,2,32,"0"
66,0.899,2,1,2,3,6,13.9713068181818,7,6,2.97873515373515,39,"0"
64,0.796,2,2,2,1.9,5.55,2,4,5.95,2.175,88,"0"
43,0.698,2,1,2,3,6,7,3,6,2,20,"0"
6,0.92,1,1,2,4,6,14.6125,5.29610883797054,4.7175,2.63333333333333,18,"0"
12,0.55,2,1,2.1,2.6,6,4,4.33244047619048,5.75,2.35,28,"1"
6,0.92,1.94642857142857,1,2,3,1,13,3,6,4,28,"0"
65,0.624,1.90666666666667,1,1.8,2.4,6,10,1.73461538461538,1,2,2,"1"
92,0.913,1.95,1,2,4,6,9.82868068462371,3,6,2,116,"0"
65,0.624,1.97708333333333,1,2,4,6,5,5,6,2,24,"0"
75,0.893,2,1,2,3,6,10,4,2,2,26,"0"
49,0.91,2,1,2,3,6,9.61921663985951,3,6,2,24,"0"
65,0.624,2,1,2,3,6,6,8,6,2,330,"0"
65,0.624,2.00526315789474,2,1,3,6,4,4.24583333333333,5.725,2.25945945945946,44,"0"
65,0.624,2,2,2,3,3,10.3125,3,6,2.7,107,"0"
49,0.91,2,2,2,3,6,2,8,6,2,11,"1"
6,0.92,2,1,2,3,3,10.2979166666667,4.26969795908675,5.42785714285714,2,107,"0"
102,0.754,2,2,2,1,5.75,3,4.65,6,2,102,"0"
122,0.949,2,1,2,3,6,13,7,6,3,158,"0"
6,0.92,2,1,2,3,6,16,3,2,2,59,"1"
12,0.55,2,1,2,3,6,5,3,6,2,74,"0"
14,0.926,2,2,1,3,6,5,5.58777777777778,5.3,2,60,"1"
32,0.836,2,2,1,3,6,4,4.215,5.975,2,12,"1"
3,0.887,1.9,2,2,4,6,9,3.925,5.6,3,88,"1"
69,0.698,2,1,1,2,6,7,2.15,2.25,2,78,"0"
6,0.92,2,1,2,3,6,16,8,6,2.95722402597403,50,"0"
49,0.91,2,2,1,2,5.5,3,3.775,5.65,2.05,16,"0"
6,0.92,2,1,2,4,6,19,6,6,2,111,"0"
49,0.91,2,1,2,4,6,8,7,6,3,62,"0"
52,0.903,2,1,2,3,6,6,3,6,2,108,"0"
18,0.722,2,1,2,3,6,12,4.2092032967033,6,2,91,"0"
65,0.624,1,1,2,3,6,7,4,2,3,71,"1"
6,0.92,2,1,2,4,6,13.6044289044289,6.45948326411588,5.87094594594595,3.75,102,"1"
38,0.74,2,2,1,3,6,3,4.77380952380952,5.95,2.45454545454545,141,"1"
65,0.624,2,1,2,3,6,2,8,6,2,167,"1"
75,0.893,2,1,3,3,6,15,5.36016666666667,6,2.8,17,"0"
49,0.91,1.8,1,2,3,4,12.3369047619048,5.365,5.7,3.5575,148,"0"
65,0.624,1.955,1,1,4,6,4,3,2,3,60,"0"
65,0.624,2,2,1,2,6,4,5.2375,5.6,2.15,12,"0"
5,0.804,2,1,2,3,6,17,4.03125,3,2,166,"0"
75,0.893,2,2,3,2,5.34375,6,3,6,2,32,"0"
62,0.682,1.9025,1,2,3,6,16,3,6,3,74,"0"
6,0.92,2,1,2,3,6,20,6,6,2,13,"0"
96,0.855,2,1,2,4,6,13.2972404989999,4.76089285714286,5.52178571428571,2,12,"0"
102,0.754,2,1,2,4,6,8,3,6,2.19409090909091,41,"0"
65,0.624,2,1,2,3,6,7,3,4.85732600732601,2.475,11,"0"
6,0.92,2,1,2,3,6,13,6,3,3,5,"0"
5,0.804,2,1,2,4,6,11,4,6,2.8702380952381,32,"0"
12,0.55,2,1,2,3,6,7,3.89335115864528,5.63643939393939,2,78,"1"
49,0.91,2,2,2,3,6,6.45950615488999,4,6,2,18,"0"
6,0.92,2,1,2,3,6,13.9663526473526,8,6,3.2139285020535,156,"0"
117,0.698,2,2,2,3,6,5,3.70916666666667,5.8,5,15,"0"
65,0.624,2.05,1,2,3,6,9.0448694054112,8,6,2.6548152330761,28,"1"
49,0.91,3,1,2,3,6,12,6.78,5.6,2,82,"0"
3,0.887,2,1,2,3,6,6,8,6,2,222,"0"
49,0.91,2,1,2,2,5.80714285714286,18,8,6,2.42428070175439,22,"0"
7,0.924,2,1,2,2,5.69150036954915,12,3,6,2,36,"0"
117,0.698,1.85,1,1,4,6,10,4,6,4,30,"1"
6,0.92,2,1,2,3,6,9,3,6,3,168,"0"
31,0.897,2,2,3,4,6,4,3,5,4,156,"0"
65,0.624,2,1,2,3,6,6,8,6,3,29,"1"
6,0.92,2,1,2,3,6,16,3,5.21452684657259,2,37,"0"
50,0.92,1,1,1,3,6,6,5.5,5.45,5,41,"1"
44,0.698,2,1,2,4,6,13,6,6,2,146,"0"
14,0.926,2,1,2,3,6,6,6,6,2.39141504329004,37,"0"
49,0.91,2,1,2,3,6,20,5.2669917184265,5.95,3.075,24,"0"
119,0.865,2,1,2,4,6,12.2346264367816,2.3,1,5,7,"1"
3,0.887,2,1,2,4,3,11.8928571428571,5.58,5.625,3.7375,15,"0"
31,0.897,2,1,1.98920227920228,3,6,8,3,6,2,21,"0"
65,0.624,2,1,2,4,6,8,8,6,2.87734126984127,216,"1"
71,0.939,2,1,3,3,6,9,8,6,2,114,"0"
12,0.55,2,1,2,3,6,6.70201208212078,3.4680733808675,6,2,41,"1"
6,0.92,2,2,1,3,6,7,5.46808895972182,5.42833333333333,2,220,"0"
65,0.624,1.9,2,1,2,5.65,5,1,1,2.24583333333333,4,"0"
14,0.926,2,1,2,4,6,13,3,6,5,34,"0"
14,0.926,2,1,3,3,6,9.37065876152833,4,6,2,26,"0"
6,0.92,2,1,2,3,6,19,3,6,3.23212945523037,126,"0"
123,0.915,2,1,2,3,6,10,5,6,2,28,"1"
6,0.92,2,1,2,3,6,7,4,5,3,135,"0"
123,0.915,2,1,2,2,6,10.9285714285714,6,6,3,26,"0"
6,0.92,2,1,2,3,3,3,8,4,2,80,"0"
65,0.624,2,1,2,3,6,9,5,6,3,113,"0"
6,0.92,2,1,2,3,3,14,1,6,5,30,"1"
74,0.448,1.8,1,3,3,6,11,3,3,2.45,48,"1"
6,0.92,2,2,2,1,5.19218398876404,9,3.55,5.8375,2.45,110,"0"
117,0.698,2,2,3,4,6,4,3,6,4,149,"0"
96,0.855,2,1,2,4,6,15.0667857142857,6.00277777777778,5.95,4.08166666666667,39,"1"
104,0.939,2,1,2,3,6,11,3,6,5,7,"0"
50,0.92,2,1,2,3,6,19,8,6,3,18,"0"
100,0.884,2,1,2,4,6,19,4,5,3,16,"0"
96,0.855,1,1,2,4,6,13,4.93666666666667,6,2.9625,50,"0"
50,0.92,2,1,2,3,6,13.6549019607843,5.52033882783883,5.58333333333333,3.2375,30,"1"
6,0.92,2,1,2,3,6,10,8,6,4,47,"0"
38,0.74,2,2,2,3,6,9.80894736842105,5.3,5.95,3.31571428571429,31,"0"
49,0.91,1.9,1,2,3,6,18,5.10060160427807,5.65,2,43,"0"
6,0.92,2,1,2,4,6,13.0177142857143,3,6,4,69,"0"
65,0.624,1.85,2,1,3,6,5,4.90833333333333,5.75,2.20833333333333,37,"1"
96,0.855,1.975,1,2,3,6,4,4,6,2,20,"0"
62,0.682,3,2,1,3,5,14,4.93,5.21666666666667,3,42,"0"
84,0.762,2,1,2,3,6,7,1.41666666666667,1,2,23,"0"
6,0.92,1,2,3,3,6,4,5.8075,5.31730769230769,2.15,45,"0"
123,0.915,2,2,1,3,6,5,4.475,5.45,2,48,"1"
14,0.926,2,1,2,3,6,11.4233333333333,4.53096479500891,6,3.25,14,"1"
49,0.91,2,2,2,3,3,5,5.2,5.675,3,76,"1"
6,0.92,2,1,2,3,6,10,3,5,2.6109693877551,140,"0"
49,0.91,2,1,2,4,6,13,6,6,3.37984848484848,36,"1"
96,0.855,2,1,1,3,6,3,2.3525,2,2.35,55,"0"
83,0.89,1.9,2,1,2,5.95,5,4.95,5.45,2.8,326,"1"
94,0.666,1.65,1,2,3,6,3,2.15666666666667,1.75,2,7,"0"
96,0.855,2,1,2,3,6,18,5.89948717948718,5.7125,5,19,"0"
6,0.92,2,1,2,3,6,16.2711583011583,4.46001683501683,4.71731481481481,2,33,"0"
96,0.855,2,1,1,3,6,6,4.41959012750178,6,2,240,"0"
6,0.92,2,2,1,3,6,5,4.8009486490521,5.02083333333333,2,21,"0"
14,0.926,2,1,2,3,6,6,5,6,5,15,"0"
49,0.91,1.99169230769231,1,2,3,6,10,4,6,3,45,"0"
36,0.763,2,1,2,4,6,10,4.27083333333333,6,3,50,"0"
42,0.689,1.95,1,2,3,6,9,1,2,2,63,"0"
6,0.92,2,1,3,3,6,7,3,3,2,39,"0"
6,0.92,2,2,1,3,6,6,3.63776683087028,4.22440476190476,2,18,"0"
86,0.896,2,1,2,3,6,4,1,1,2,165,"0"
31,0.897,2,1,2,4,6,10,1,6,2.40916666666667,62,"0"
105,0.698,2,1,1,3,6,8,4,6,2,27,"0"
50,0.92,1.8075,1,2,4,6,13.265,4,6,3.2672619047619,72,"0"
6,0.92,2,1,2,3,1,4,3,6,2,62,"0"
14,0.926,2,1,2,4,3,11.9693639291465,3,2,3,4,"0"
49,0.91,2,1,2,4,6,13.5585161183117,6,5,3.21975806451613,3,"0"
4,0.558,1.95,1,2,3,6,7,1,6,2,100,"1"
50,0.92,1.89741379310345,1,2,3,6,11,3.65,4.95075757575758,2,79,"1"
7,0.924,2,1,2,3,6,10,8,6,2,139,"0"
6,0.92,2,1,2,4,6,4,8,6,2,47,"0"
6,0.92,1.75,1,3,3,2,15,1,6,2,9,"1"
65,0.624,1.943,1,2,4,6,4,8,6,2,22,"1"
65,0.624,2,1,2,3,6,11,8,6,2,222,"0"
6,0.92,2,1,1,2,5.7984375,6,6,6,2,34,"0"
71,0.939,1,2,3,3,6,5,3,6,2,24,"0"
65,0.624,1.9,2,2,3,6,3,2.49464285714286,3.73508771929825,2,43,"1"
65,0.624,2,1,2,4,6,6,8,5.50978835978836,2,194,"0"
6,0.92,2,1,2,3,6,17,5.51697828439676,6,4,7,"0"
14,0.926,2,1,1,2,6,11,4,4,2.58076923076923,40,"1"
6,0.92,2,1,2,4,6,17,1,2,2,57,"0"
65,0.624,1.9675,1,1,3,6,17,4,6,2,105,"0"
6,0.92,2,2,1,3,6,5,5.39538587848933,5.7375,3,61,"0"
31,0.897,2,1,2,4,6,8,5.35277777777778,5.92619047619048,3,18,"0"
14,0.926,1,2,2,4,6,7,1,5,2.28666666666667,4,"0"
14,0.926,2,2,2,2,5.97272727272727,8,4.36333333333333,6,2.725,22,"0"
22,0.738,2.05,1,1,3,6,14,4,5.46666666666667,2.85,73,"0"
6,0.92,1,1,2,3,6,3,3,6,2,43,"0"
100,0.884,2,1,2,2,6,11,4.84393382352941,5.15,2,96,"0"
49,0.91,1.89444444444444,2,1,3,6,2,6.105,5.45,2,26,"1"
30,0.698,2.2,2,2,1.7,5.91333333333333,3.95,3.9,5.95,2.23333333333333,33,"0"
6,0.92,1.91677263010467,1,2,3,6,7.85608521002167,3,6,2,176,"0"
65,0.624,2,2,1,4,5,2,3,6,2.15,20,"1"
104,0.939,2,1,2,3,6,8,8,6,3,314,"1"
31,0.897,2,1,2,4,6,14,5,6,2.84559139784946,5,"0"
6,0.92,2,1,2,3,5,4,1,6,3,74,"0"
6,0.92,1,1,2,3,6,8.52694373462664,4,2,2,103,"0"
6,0.92,2,1,2,4,6,15.3184283819629,8,6,3.40011278195489,33,"1"
96,0.855,2,1,2,4,6,10,5,6,2.97142857142857,108,"0"
6,0.92,1,1,2,4,6,19,4,3,2,72,"0"
113,0.923,1,1,2,3,6,9.80645491803279,5.66833333333333,5,3,56,"1"
6,0.92,2,1,2,3,6,12.5985130785965,4,6,3,118,"0"
65,0.624,2,2,2,3,6,4,1,3,2,72,"1"
7,0.924,1.65,2,1,1.85,5.55,3,1,1,2.35,84,"0"
6,0.92,1.9,2,2,3,6,5,5.01380849753695,5.41083333333333,3,25,"0"
6,0.92,2,1,2,4,6,16,3.50588519859012,2,2,90,"0"
6,0.92,2,1,2,3,6,17,4,6,2,29,"0"
5,0.804,2,1,2,4,6,21,4.78662280701754,6,2,13,"0"
122,0.949,2,1,2,3,6,12,6,5.8375,3,64,"0"
37,0.727,1.87382352941176,1,2,3,6,5,3,6,4,94,"1"
